vid,init_time,tls_distance,stop_distance,time_to_green,tls_light_count,time_of_pass,leading_cars,stop_leading_cars,stop_duration
left_6824,11386.0,496.29840505477034,8.50202794055883,0.0,0,11526.0,10,1,88.0
left_6901,11551.0,445.94634069334717,-1.0,0.0,0,11583.0,16,-1,-1.0
left_6914,11606.0,0.3690631809893148,-1.0,0.0,0,11606.0,0,-1,-1.0
left_6918,11606.0,158.3543085506909,1.0010988780448429,0.0,0,11713.0,2,0,90.0
left_6924,11606.0,267.6510009683668,8.502203065312756,0.0,0,11718.0,3,1,33.0
left_6993,11716.0,158.68635865198644,136.0196046873105,0.0,0,11756.0,17,14,5.0
left_7073,11771.0,464.6739915731363,1.001039555213424,0.0,0,11905.0,6,0,95.0
left_7116,11826.0,242.6609535144641,53.50839570734854,72.0,1,11926.0,7,7,69.0
left_7119,11826.0,315.140957336386,61.00940364250494,72.0,1,11928.0,8,8,67.0
left_7129,11881.0,91.01348237161123,91.01348237161123,17.0,1,11936.0,12,12,36.0
left_7143,11881.0,233.75586556839042,121.0176734487664,17.0,1,11944.0,16,16,3.0
left_7180,11936.0,178.06429310452495,-1.0,0.0,0,11959.0,12,-1,-1.0
left_7211,11991.0,119.9656641023233,1.0011014911460734,0.0,0,12097.0,1,0,1.0
left_7228,11991.0,472.0469317623414,31.00511970235948,0.0,0,12110.0,5,4,73.0
left_7234,12046.0,46.007340026724826,46.007340026724826,44.0,1,12115.0,6,6,1.0
left_7297,12101.0,474.22497047641417,-1.0,0.0,0,12149.0,22,-1,-1.0
left_7323,12156.0,256.4262060879729,-1.0,0.0,0,12170.0,3,-1,-1.0
left_7337,12156.0,477.60888927262283,1.0011006027735905,0.0,0,12289.0,7,0,6.0
left_7388,12266.0,479.5020016900264,143.52073014652055,16.0,1,12334.0,19,15,8.0
left_7418,12321.0,418.32253003724213,-1.0,0.0,0,12351.0,15,-1,-1.0
left_7439,12376.0,48.315193943240274,-1.0,0.0,0,12379.0,0,-1,-1.0
